ID_,class_,subject,catalog,title,units,grading_basis,grade,term,roster_status
106,,COMPSCI,345,,4,LTR,A,8,
106,,COMPSCI,501,,4,LTR,A,8,
106,,COMPSCI,377,,4,LTR,C,9,
106,,COMPSCI,370,,4,LTR,A,9,
107,,COMPSCI,121,,4,LTR,A,1,
107,,MATH,131,,4,LTR,B,1,
107,,COMPSCI,187,,4,LTR,B,2,
107,,MATH,132,,4,LTR,A,2,
107,,COMPSCI,250,,4,LTR,B,3,
107,,COMPSCI,250,,4,LTR,A,3,
107,,MATH,233,,4,LTR,A,3,
107,,COMPSCI,250,,4,LTR,C,4,
107,,COMPSCI,220,,4,LTR,B-,4,
107,,MATH,235,,4,LTR,A,4,
107,,COMPSCI,311,,4,LTR,A,5,
107,,COMPSCI,520,,4,LTR,F,5,
107,,COMPSCI,326,,4,LTR,F,6,
107,,COMPSCI,589,,4,LTR,F,6,
107,,COMPSCI,590J,,4,LTR,F,7,
107,,COMPSCI,490U,,4,LTR,F,7,
107,,COMPSCI,446,,4,LTR,F,8,
107,,COMPSCI,345,,4,LTR,A,8,
107,,COMPSCI,514,,4,LTR,A,9,
107,,COMPSCI,377,,4,LTR,C-,9,
108,,COMPSCI,121,,4,LTR,A,1,
108,,MATH,131,,4,LTR,A,1,
108,,COMPSCI,187,,4,LTR,A,2,
108,,MATH,132,,4,LTR,A-,2,
108,,COMPSCI,250,,4,LTR,A,3,
108,,COMPSCI,250,,4,LTR,C+,3,
108,,MATH,233,,4,LTR,C-,3,
108,,COMPSCI,220,,4,LTR,A-,4,
108,,COMPSCI,230,,4,LTR,A-,4,
108,,MATH,235,,4,LTR,A,4,
108,,COMPSCI,311,,4,LTR,D+,5,
108,,COMPSCI,501,,4,LTR,F,5,
108,,COMPSCI,590J,,4,LTR,F,6,
108,,COMPSCI,345,,4,LTR,F,6,
108,,COMPSCI,325,,4,LTR,F,7,
108,,COMPSCI,453,,4,LTR,B,7,
108,,COMPSCI,389,,4,LTR,B+,8,
108,,COMPSCI,446,,4,LTR,B+,8,
108,,COMPSCI,377,,4,LTR,C-,9,
108,,COMPSCI,445,,4,LTR,D,9,
109,,COMPSCI,121,,4,LTR,A,1,
109,,MATH,131,,4,LTR,A,1,
109,,COMPSCI,187,,4,LTR,A,2,
109,,MATH,132,,4,LTR,A,2,
109,,COMPSCI,240,,4,LTR,A,3,
109,,COMPSCI,230,,4,LTR,A,3,
109,,MATH,233,,4,LTR,D+,3,
109,,COMPSCI,220,,4,LTR,C,4,
109,,COMPSCI,250,,4,LTR,C+,4,
109,,MATH,235,,4,LTR,A,4,
109,,COMPSCI,311,,4,LTR,A,5,
109,,COMPSCI,490U,,4,LTR,F,5,
109,,COMPSCI,491G,,4,LTR,F,6,
109,,COMPSCI,389,,4,LTR,A,6,
109,,COMPSCI,674,,4,LTR,A,7,
109,,COMPSCI,546,,4,LTR,B-,7,
109,,COMPSCI,589,,4,LTR,F,8,
109,,COMPSCI,508,,4,LTR,F,8,
109,,COMPSCI,501,,4,LTR,A-,9,
109,,COMPSCI,490Q,,4,LTR,F,9,
110,,COMPSCI,121,,4,LTR,A,1,
110,,MATH,131,,4,LTR,A,1,
110,,COMPSCI,187,,4,LTR,A,2,
110,,MATH,132,,4,LTR,A,2,
110,,COMPSCI,240,,4,LTR,B+,3,
110,,COMPSCI,240,,4,LTR,A,3,
110,,MATH,233,,4,LTR,A,3,
110,,COMPSCI,250,,4,LTR,A,4,
110,,COMPSCI,220,,4,LTR,A,4,
110,,MATH,235,,4,LTR,A,4,
110,,COMPSCI,311,,4,LTR,A,5,
110,,COMPSCI,674,,4,LTR,F,5,
110,,COMPSCI,377,,4,LTR,A,6,
110,,COMPSCI,429,,4,LTR,A,6,
110,,COMPSCI,320,,4,LTR,F,7,
110,,COMPSCI,445,,4,LTR,F,7,
110,,COMPSCI,390R,,4,LTR,B-,8,
110,,COMPSCI,501,,4,LTR,C+,8,
110,,COMPSCI,328,,4,LTR,F,9,
110,,COMPSCI,561,,4,LTR,A,9,
111,,COMPSCI,121,,4,LTR,B,1,
111,,MATH,131,,4,LTR,A,1,
111,,COMPSCI,187,,4,LTR,A-,2,
111,,MATH,132,,4,LTR,B-,2,
111,,COMPSCI,250,,4,LTR,C,3,
111,,COMPSCI,220,,4,LTR,C-,3,
111,,MATH,233,,4,LTR,C,3,
111,,COMPSCI,230,,4,LTR,A-,4,
111,,COMPSCI,220,,4,LTR,D,4,
111,,MATH,235,,4,LTR,B,4,
111,,COMPSCI,311,,4,LTR,C-,5,
111,,COMPSCI,589,,4,LTR,C-,5,
111,,COMPSCI,532,,4,LTR,A,6,
111,,COMPSCI,377,,4,LTR,A,6,
111,,COMPSCI,561,,4,LTR,C,7,
111,,COMPSCI,550,,4,LTR,D,7,
111,,COMPSCI,508,,4,LTR,F,8,
111,,COMPSCI,429,,4,LTR,C+,8,
111,,COMPSCI,345,,4,LTR,D-,9,
111,,COMPSCI,390R,,4,LTR,A,9,
112,,COMPSCI,121,,4,LTR,B,1,
112,,MATH,131,,4,LTR,A,1,
112,,COMPSCI,187,,4,LTR,B+,2,
112,,MATH,132,,4,LTR,A,2,
112,,COMPSCI,230,,4,LTR,B+,3,
112,,COMPSCI,250,,4,LTR,B-,3,
112,,MATH,233,,4,LTR,C,3,
112,,COMPSCI,240,,4,LTR,B-,4,
112,,COMPSCI,250,,4,LTR,A,4,
112,,MATH,235,,4,LTR,C,4,
112,,COMPSCI,311,,4,LTR,B+,5,
112,,COMPSCI,508,,4,LTR,C+,5,
112,,COMPSCI,446,,4,LTR,A,6,
112,,COMPSCI,491G,,4,LTR,C+,6,
112,,COMPSCI,520,,4,LTR,A,7,
112,,COMPSCI,320,,4,LTR,A,7,
112,,COMPSCI,550,,4,LTR,F,8,
112,,COMPSCI,377,,4,LTR,D-,8,
112,,COMPSCI,501,,4,LTR,B-,9,
112,,COMPSCI,453,,4,LTR,F,9,
113,,COMPSCI,121,,4,LTR,B,1,
113,,MATH,131,,4,LTR,A-,1,
113,,COMPSCI,187,,4,LTR,A,2,
113,,MATH,132,,4,LTR,A,2,
113,,COMPSCI,250,,4,LTR,A,3,
113,,COMPSCI,230,,4,LTR,B,3,
113,,MATH,233,,4,LTR,C,3,
113,,COMPSCI,220,,4,LTR,B,4,
113,,COMPSCI,250,,4,LTR,A,4,
113,,MATH,235,,4,LTR,A,4,
113,,COMPSCI,311,,4,LTR,A-,5,
113,,COMPSCI,370,,4,LTR,C,5,
113,,COMPSCI,320,,4,LTR,B+,6,
113,,COMPSCI,532,,4,LTR,F,6,
113,,COMPSCI,590J,,4,LTR,D,7,
113,,COMPSCI,550,,4,LTR,A,7,
113,,COMPSCI,345,,4,LTR,A,8,
113,,COMPSCI,490Q,,4,LTR,D-,8,
113,,COMPSCI,674,,4,LTR,B,9,
113,,COMPSCI,491G,,4,LTR,F,9,
114,,COMPSCI,121,,4,LTR,A,1,
114,,MATH,131,,4,LTR,A,1,
114,,COMPSCI,187,,4,LTR,B,2,
114,,MATH,132,,4,LTR,A,2,
114,,COMPSCI,240,,4,LTR,A,3,
114,,COMPSCI,250,,4,LTR,B,3,
114,,MATH,233,,4,LTR,B-,3,
114,,COMPSCI,220,,4,LTR,A,4,
114,,COMPSCI,220,,4,LTR,A,4,
114,,MATH,235,,4,LTR,D,4,
114,,COMPSCI,311,,4,LTR,A,5,
114,,COMPSCI,445,,4,LTR,C+,5,
114,,COMPSCI,429,,4,LTR,A,6,
114,,COMPSCI,345,,4,LTR,C,6,
114,,COMPSCI,325,,4,LTR,A-,7,
114,,COMPSCI,508,,4,LTR,D-,7,
114,,COMPSCI,674,,4,LTR,F,8,
114,,COMPSCI,453,,4,LTR,C,8,
114,,COMPSCI,501,,4,LTR,C-,9,
114,,COMPSCI,490Q,,4,LTR,D+,9,
115,,COMPSCI,121,,4,LTR,A,1,
115,,MATH,131,,4,LTR,A,1,
115,,COMPSCI,187,,4,LTR,A,2,
115,,MATH,132,,4,LTR,A-,2,
115,,COMPSCI,230,,4,LTR,B+,3,
115,,COMPSCI,230,,4,LTR,B+,3,
115,,MATH,233,,4,LTR,A-,3,
115,,COMPSCI,240,,4,LTR,A,4,
115,,COMPSCI,230,,4,LTR,A,4,
115,,MATH,235,,4,LTR,A,4,
115,,COMPSCI,311,,4,LTR,A,5,
115,,COMPSCI,501,,4,LTR,F,5,
115,,COMPSCI,325,,4,LTR,A,6,
115,,COMPSCI,508,,4,LTR,F,6,
115,,COMPSCI,377,,4,LTR,F,7,
115,,COMPSCI,550,,4,LTR,F,7,
115,,COMPSCI,490Q,,4,LTR,F,8,
115,,COMPSCI,390R,,4,LTR,F,8,
115,,COMPSCI,326,,4,LTR,A,9,
115,,COMPSCI,514,,4,LTR,A,9,
116,,COMPSCI,121,,4,LTR,A,1,
116,,MATH,131,,4,LTR,A,1,
116,,COMPSCI,187,,4,LTR,A,2,
116,,MATH,132,,4,LTR,A,2,
116,,COMPSCI,230,,4,LTR,D+,3,
116,,COMPSCI,240,,4,LTR,A,3,
116,,MATH,233,,4,LTR,A,3,
116,,COMPSCI,220,,4,LTR,A,4,
116,,COMPSCI,240,,4,LTR,C+,4,
116,,MATH,235,,4,LTR,A,4,
116,,COMPSCI,311,,4,LTR,B+,5,
116,,COMPSCI,445,,4,LTR,F,5,
116,,COMPSCI,320,,4,LTR,A,6,
116,,COMPSCI,490U,,4,LTR,B-,6,
116,,COMPSCI,446,,4,LTR,F,7,
116,,COMPSCI,532,,4,LTR,F,7,
116,,COMPSCI,589,,4,LTR,F,8,
116,,COMPSCI,535,,4,LTR,A,8,
116,,COMPSCI,420,,4,LTR,B-,9,
116,,COMPSCI,389,,4,LTR,F,9,
117,,COMPSCI,121,,4,LTR,A,1,
117,,MATH,131,,4,LTR,A,1,
117,,COMPSCI,187,,4,LTR,A,2,
117,,MATH,132,,4,LTR,A,2,
117,,COMPSCI,220,,4,LTR,A,3,
117,,COMPSCI,220,,4,LTR,C+,3,
117,,MATH,233,,4,LTR,B+,3,
117,,COMPSCI,230,,4,LTR,A,4,
117,,COMPSCI,230,,4,LTR,D-,4,
117,,MATH,235,,4,LTR,A,4,
117,,COMPSCI,311,,4,LTR,F,5,
117,,COMPSCI,546,,4,LTR,A,5,
117,,COMPSCI,490Q,,4,LTR,C-,6,
117,,COMPSCI,520,,4,LTR,C-,6,
117,,COMPSCI,370,,4,LTR,A,7,
117,,COMPSCI,383,,4,LTR,C-,7,
117,,COMPSCI,490U,,4,LTR,A,8,
117,,COMPSCI,446,,4,LTR,C,8,
117,,COMPSCI,535,,4,LTR,F,9,
117,,COMPSCI,326,,4,LTR,F,9,
118,,COMPSCI,121,,4,LTR,A,1,
118,,MATH,131,,4,LTR,A,1,
118,,COMPSCI,187,,4,LTR,A,2,
118,,MATH,132,,4,LTR,A,2,
118,,COMPSCI,230,,4,LTR,A,3,
118,,COMPSCI,240,,4,LTR,C,3,
118,,MATH,233,,4,LTR,D+,3,
118,,COMPSCI,250,,4,LTR,B,4,
118,,COMPSCI,240,,4,LTR,A,4,
118,,MATH,235,,4,LTR,A,4,
118,,COMPSCI,311,,4,LTR,B,5,
118,,COMPSCI,491G,,4,LTR,F,5,
118,,COMPSCI,532,,4,LTR,F,6,
118,,COMPSCI,501,,4,LTR,F,6,
118,,COMPSCI,445,,4,LTR,B-,7,
118,,COMPSCI,590J,,4,LTR,B-,7,
118,,COMPSCI,466,,4,LTR,F,8,
118,,COMPSCI,490U,,4,LTR,F,8,
118,,COMPSCI,429,,4,LTR,F,9,
118,,COMPSCI,389,,4,LTR,C-,9,
119,,COMPSCI,121,,4,LTR,A,1,
119,,MATH,131,,4,LTR,B,1,
119,,COMPSCI,187,,4,LTR,B,2,
119,,MATH,132,,4,LTR,A,2,
119,,COMPSCI,240,,4,LTR,A-,3,
119,,COMPSCI,230,,4,LTR,B,3,
119,,MATH,233,,4,LTR,A,3,
119,,COMPSCI,250,,4,LTR,A,4,
119,,COMPSCI,230,,4,LTR,A,4,
119,,MATH,235,,4,LTR,D,4,
119,,COMPSCI,311,,4,LTR,A,5,
119,,COMPSCI,550,,4,LTR,B+,5,
119,,COMPSCI,429,,4,LTR,C-,6,
119,,COMPSCI,328,,4,LTR,A,6,
119,,COMPSCI,508,,4,LTR,B+,7,
119,,COMPSCI,445,,4,LTR,D+,7,
119,,COMPSCI,561,,4,LTR,C-,8,
119,,COMPSCI,326,,4,LTR,A,8,
119,,COMPSCI,390R,,4,LTR,B,9,
119,,COMPSCI,501,,4,LTR,F,9,
120,,COMPSCI,121,,4,LTR,A,1,
120,,MATH,131,,4,LTR,B+,1,
120,,COMPSCI,187,,4,LTR,A,2,
120,,MATH,132,,4,LTR,A,2,
120,,COMPSCI,250,,4,LTR,D-,3,
120,,COMPSCI,230,,4,LTR,A,3,
120,,MATH,233,,4,LTR,D-,3,
120,,COMPSCI,240,,4,LTR,C-,4,
120,,COMPSCI,240,,4,LTR,A,4,
120,,MATH,235,,4,LTR,C,4,
120,,COMPSCI,311,,4,LTR,F,5,
120,,COMPSCI,328,,4,LTR,A,5,
120,,COMPSCI,561,,4,LTR,F,6,
120,,COMPSCI,345,,4,LTR,A-,6,
120,,COMPSCI,589,,4,LTR,B+,7,
120,,COMPSCI,490Q,,4,LTR,A,7,
120,,COMPSCI,383,,4,LTR,C,8,
120,,COMPSCI,546,,4,LTR,F,8,
120,,COMPSCI,320,,4,LTR,D+,9,
120,,COMPSCI,389,,4,LTR,A,9,
121,,COMPSCI,121,,4,LTR,A,1,
121,,MATH,131,,4,LTR,A,1,
121,,COMPSCI,187,,4,LTR,A,2,
121,,MATH,132,,4,LTR,A,2,
121,,COMPSCI,250,,4,LTR,A,3,
121,,COMPSCI,230,,4,LTR,C-,3,
121,,MATH,233,,4,LTR,C,3,
121,,COMPSCI,240,,4,LTR,A,4,
121,,COMPSCI,220,,4,LTR,A,4,
121,,MATH,235,,4,LTR,B,4,
121,,COMPSCI,311,,4,LTR,A,5,
121,,COMPSCI,320,,4,LTR,B+,5,
121,,COMPSCI,429,,4,LTR,F,6,
121,,COMPSCI,550,,4,LTR,F,6,
121,,COMPSCI,501,,4,LTR,A-,7,
121,,COMPSCI,345,,4,LTR,C-,7,
121,,COMPSCI,389,,4,LTR,D,8,
121,,COMPSCI,561,,4,LTR,F,8,
121,,COMPSCI,589,,4,LTR,F,9,
121,,COMPSCI,590J,,4,LTR,B,9,
122,,COMPSCI,121,,4,LTR,A,1,
122,,MATH,131,,4,LTR,A,1,
122,,COMPSCI,187,,4,LTR,B,2,
122,,MATH,132,,4,LTR,B,2,
122,,COMPSCI,250,,4,LTR,A,3,
122,,COMPSCI,220,,4,LTR,A,3,
122,,MATH,233,,4,LTR,C-,3,
122,,COMPSCI,240,,4,LTR,A,4,
122,,COMPSCI,230,,4,LTR,C+,4,
122,,MATH,235,,4,LTR,A,4,
122,,COMPSCI,311,,4,LTR,D,5,
122,,COMPSCI,370,,4,LTR,A,5,
122,,COMPSCI,453,,4,LTR,A,6,
122,,COMPSCI,561,,4,LTR,F,6,
122,,COMPSCI,326,,4,LTR,D+,7,
122,,COMPSCI,550,,4,LTR,F,7,
122,,COMPSCI,389,,4,LTR,B-,8,
122,,COMPSCI,590J,,4,LTR,F,8,
122,,COMPSCI,383,,4,LTR,D,9,
122,,COMPSCI,490Q,,4,LTR,F,9,
123,,COMPSCI,121,,4,LTR,A,1,
123,,MATH,131,,4,LTR,A,1,
123,,COMPSCI,187,,4,LTR,A,2,
123,,MATH,132,,4,LTR,A,2,
123,,COMPSCI,220,,4,LTR,D+,3,
123,,COMPSCI,250,,4,LTR,D+,3,
123,,MATH,233,,4,LTR,C+,3,
123,,COMPSCI,220,,4,LTR,A,4,
123,,COMPSCI,250,,4,LTR,A,4,
123,,MATH,235,,4,LTR,A,4,
123,,COMPSCI,311,,4,LTR,A,5,
123,,COMPSCI,453,,4,LTR,A,5,
123,,COMPSCI,383,,4,LTR,A,6,
123,,COMPSCI,491G,,4,LTR,F,6,
123,,COMPSCI,490U,,4,LTR,B,7,
123,,COMPSCI,550,,4,LTR,F,7,
123,,COMPSCI,532,,4,LTR,F,8,
123,,COMPSCI,561,,4,LTR,B-,8,
123,,COMPSCI,674,,4,LTR,F,9,
123,,COMPSCI,325,,4,LTR,D+,9,
124,,COMPSCI,121,,4,LTR,A,1,
124,,MATH,131,,4,LTR,A,1,
124,,COMPSCI,187,,4,LTR,A,2,
124,,MATH,132,,4,LTR,A,2,
124,,COMPSCI,230,,4,LTR,A,3,
124,,COMPSCI,220,,4,LTR,B+,3,
124,,MATH,233,,4,LTR,A,3,
124,,COMPSCI,240,,4,LTR,D,4,
124,,COMPSCI,240,,4,LTR,A,4,
124,,MATH,235,,4,LTR,A,4,
124,,COMPSCI,311,,4,LTR,C,5,
124,,COMPSCI,674,,4,LTR,A,5,
124,,COMPSCI,535,,4,LTR,F,6,
124,,COMPSCI,446,,4,LTR,D,6,
124,,COMPSCI,532,,4,LTR,D,7,
124,,COMPSCI,550,,4,LTR,D+,7,
124,,COMPSCI,590J,,4,LTR,C+,8,
124,,COMPSCI,546,,4,LTR,F,8,
124,,COMPSCI,326,,4,LTR,D+,9,
124,,COMPSCI,383,,4,LTR,F,9,
125,,COMPSCI,121,,4,LTR,A,1,
125,,MATH,131,,4,LTR,A,1,
125,,COMPSCI,187,,4,LTR,B-,2,
125,,MATH,132,,4,LTR,A,2,
125,,COMPSCI,220,,4,LTR,C+,3,
125,,COMPSCI,230,,4,LTR,C,3,
125,,MATH,233,,4,LTR,C,3,
125,,COMPSCI,240,,4,LTR,A,4,
125,,COMPSCI,230,,4,LTR,A,4,
125,,MATH,235,,4,LTR,A,4,
125,,COMPSCI,311,,4,LTR,B-,5,
125,,COMPSCI,491G,,4,LTR,A,5,
125,,COMPSCI,446,,4,LTR,F,6,
125,,COMPSCI,390R,,4,LTR,A,6,
125,,COMPSCI,370,,4,LTR,F,7,
125,,COMPSCI,589,,4,LTR,F,7,
125,,COMPSCI,326,,4,LTR,F,8,
125,,COMPSCI,325,,4,LTR,A,8,
125,,COMPSCI,389,,4,LTR,A,9,
125,,COMPSCI,490U,,4,LTR,B,9,
126,,COMPSCI,121,,4,LTR,A,1,
126,,MATH,131,,4,LTR,A,1,
126,,COMPSCI,187,,4,LTR,A,2,
126,,MATH,132,,4,LTR,A,2,
126,,COMPSCI,240,,4,LTR,C,3,
126,,COMPSCI,250,,4,LTR,A,3,
126,,MATH,233,,4,LTR,A,3,
126,,COMPSCI,250,,4,LTR,A,4,
126,,COMPSCI,220,,4,LTR,B+,4,
126,,MATH,235,,4,LTR,C,4,
126,,COMPSCI,311,,4,LTR,F,5,
126,,COMPSCI,377,,4,LTR,A,5,
126,,COMPSCI,550,,4,LTR,F,6,
126,,COMPSCI,320,,4,LTR,F,6,
126,,COMPSCI,466,,4,LTR,F,7,
126,,COMPSCI,370,,4,LTR,C+,7,
126,,COMPSCI,561,,4,LTR,F,8,
126,,COMPSCI,514,,4,LTR,A,8,
126,,COMPSCI,326,,4,LTR,C-,9,
126,,COMPSCI,383,,4,LTR,D,9,
127,,COMPSCI,121,,4,LTR,A,1,
127,,MATH,131,,4,LTR,A,1,
127,,COMPSCI,187,,4,LTR,A,2,
127,,MATH,132,,4,LTR,A-,2,
127,,COMPSCI,240,,4,LTR,A,3,
127,,COMPSCI,220,,4,LTR,A,3,
127,,MATH,233,,4,LTR,D-,3,
127,,COMPSCI,230,,4,LTR,C-,4,
127,,COMPSCI,250,,4,LTR,A,4,
127,,MATH,235,,4,LTR,A,4,
127,,COMPSCI,311,,4,LTR,C,5,
127,,COMPSCI,520,,4,LTR,B,5,
127,,COMPSCI,535,,4,LTR,A,6,
127,,COMPSCI,501,,4,LTR,F,6,
127,,COMPSCI,320,,4,LTR,F,7,
127,,COMPSCI,328,,4,LTR,C-,7,
127,,COMPSCI,383,,4,LTR,A,8,
127,,COMPSCI,420,,4,LTR,F,8,
127,,COMPSCI,532,,4,LTR,F,9,
127,,COMPSCI,390R,,4,LTR,A,9,
128,,COMPSCI,121,,4,LTR,A,1,
128,,MATH,131,,4,LTR,A,1,
128,,COMPSCI,187,,4,LTR,A,2,
128,,MATH,132,,4,LTR,A,2,
128,,COMPSCI,250,,4,LTR,C+,3,
128,,COMPSCI,220,,4,LTR,A,3,
128,,MATH,233,,4,LTR,A,3,
128,,COMPSCI,250,,4,LTR,D,4,
128,,COMPSCI,250,,4,LTR,C+,4,
128,,MATH,235,,4,LTR,B+,4,
128,,COMPSCI,311,,4,LTR,B,5,
128,,COMPSCI,514,,4,LTR,F,5,
128,,COMPSCI,520,,4,LTR,F,6,
128,,COMPSCI,508,,4,LTR,D,6,
128,,COMPSCI,490Q,,4,LTR,B+,7,
128,,COMPSCI,377,,4,LTR,F,7,
128,,COMPSCI,590J,,4,LTR,A,8,
128,,COMPSCI,546,,4,LTR,F,8,
128,,COMPSCI,328,,4,LTR,B,9,
128,,COMPSCI,445,,4,LTR,F,9,
129,,COMPSCI,121,,4,LTR,A-,1,
129,,MATH,131,,4,LTR,A,1,
129,,COMPSCI,187,,4,LTR,B+,2,
129,,MATH,132,,4,LTR,A,2,
129,,COMPSCI,220,,4,LTR,A,3,
129,,COMPSCI,230,,4,LTR,C-,3,
129,,MATH,233,,4,LTR,A,3,
129,,COMPSCI,240,,4,LTR,D,4,
129,,COMPSCI,230,,4,LTR,A,4,
129,,MATH,235,,4,LTR,A,4,
129,,COMPSCI,311,,4,LTR,D,5,
129,,COMPSCI,326,,4,LTR,B-,5,
129,,COMPSCI,389,,4,LTR,C-,6,
129,,COMPSCI,453,,4,LTR,F,6,
129,,COMPSCI,532,,4,LTR,A,7,
129,,COMPSCI,466,,4,LTR,F,7,
129,,COMPSCI,325,,4,LTR,A,8,
129,,COMPSCI,390R,,4,LTR,A,8,
129,,COMPSCI,514,,4,LTR,B,9,
129,,COMPSCI,490U,,4,LTR,D-,9,
130,,COMPSCI,121,,4,LTR,A,1,
130,,MATH,131,,4,LTR,A,1,
130,,COMPSCI,187,,4,LTR,A,2,
130,,MATH,132,,4,LTR,A,2,
130,,COMPSCI,240,,4,LTR,B+,3,
130,,COMPSCI,250,,4,LTR,A,3,
130,,MATH,233,,4,LTR,A,3,
130,,COMPSCI,240,,4,LTR,A,4,
130,,COMPSCI,240,,4,LTR,A,4,
130,,MATH,235,,4,LTR,D,4,
130,,COMPSCI,311,,4,LTR,A,5,
130,,COMPSCI,535,,4,LTR,F,5,
130,,COMPSCI,420,,4,LTR,F,6,
130,,COMPSCI,550,,4,LTR,F,6,
130,,COMPSCI,491G,,4,LTR,B+,7,
130,,COMPSCI,325,,4,LTR,F,7,
130,,COMPSCI,377,,4,LTR,F,8,
130,,COMPSCI,328,,4,LTR,A,8,
130,,COMPSCI,561,,4,LTR,A,9,
130,,COMPSCI,466,,4,LTR,A,9,
131,,COMPSCI,121,,4,LTR,A,1,
131,,MATH,131,,4,LTR,A-,1,
131,,COMPSCI,187,,4,LTR,A,2,
131,,MATH,132,,4,LTR,A,2,
131,,COMPSCI,250,,4,LTR,A,3,
131,,COMPSCI,220,,4,LTR,A,3,
131,,MATH,233,,4,LTR,C-,3,
131,,COMPSCI,240,,4,LTR,A,4,
131,,COMPSCI,240,,4,LTR,A,4,
131,,MATH,235,,4,LTR,A,4,
131,,COMPSCI,311,,4,LTR,A,5,
131,,COMPSCI,491G,,4,LTR,F,5,
131,,COMPSCI,490Q,,4,LTR,B-,6,
131,,COMPSCI,590J,,4,LTR,F,6,
131,,COMPSCI,429,,4,LTR,F,7,
131,,COMPSCI,390R,,4,LTR,D+,7,
131,,COMPSCI,389,,4,LTR,D,8,
131,,COMPSCI,345,,4,LTR,C,8,
131,,COMPSCI,550,,4,LTR,F,9,
131,,COMPSCI,532,,4,LTR,F,9,
132,,COMPSCI,121,,4,LTR,A,1,
132,,MATH,131,,4,LTR,A-,1,
132,,COMPSCI,187,,4,LTR,A,2,
132,,MATH,132,,4,LTR,A,2,
132,,COMPSCI,250,,4,LTR,A,3,
132,,COMPSCI,240,,4,LTR,B,3,
132,,MATH,233,,4,LTR,D,3,
132,,COMPSCI,250,,4,LTR,B-,4,
132,,COMPSCI,230,,4,LTR,A,4,
132,,MATH,235,,4,LTR,C+,4,
132,,COMPSCI,311,,4,LTR,A,5,
132,,COMPSCI,491G,,4,LTR,F,5,
132,,COMPSCI,466,,4,LTR,F,6,
132,,COMPSCI,383,,4,LTR,F,6,
132,,COMPSCI,453,,4,LTR,B,7,
132,,COMPSCI,520,,4,LTR,C,7,
132,,COMPSCI,514,,4,LTR,A,8,
132,,COMPSCI,546,,4,LTR,A,8,
132,,COMPSCI,326,,4,LTR,C+,9,
132,,COMPSCI,345,,4,LTR,D+,9,
133,,COMPSCI,121,,4,LTR,A,1,
133,,MATH,131,,4,LTR,A,1,
133,,COMPSCI,187,,4,LTR,A,2,
133,,MATH,132,,4,LTR,A,2,
133,,COMPSCI,230,,4,LTR,D,3,
133,,COMPSCI,250,,4,LTR,D+,3,
133,,MATH,233,,4,LTR,D,3,
133,,COMPSCI,250,,4,LTR,A,4,
133,,COMPSCI,240,,4,LTR,A,4,
133,,MATH,235,,4,LTR,C+,4,
133,,COMPSCI,311,,4,LTR,C,5,
133,,COMPSCI,325,,4,LTR,A,5,
133,,COMPSCI,326,,4,LTR,A,6,
133,,COMPSCI,420,,4,LTR,F,6,
133,,COMPSCI,546,,4,LTR,D,7,
133,,COMPSCI,508,,4,LTR,F,7,
133,,COMPSCI,320,,4,LTR,B,8,
133,,COMPSCI,550,,4,LTR,F,8,
133,,COMPSCI,445,,4,LTR,F,9,
133,,COMPSCI,429,,4,LTR,A,9,
134,,COMPSCI,121,,4,LTR,A,1,
134,,MATH,131,,4,LTR,A,1,
134,,COMPSCI,187,,4,LTR,A,2,
134,,MATH,132,,4,LTR,A,2,
134,,COMPSCI,230,,4,LTR,C,3,
134,,COMPSCI,230,,4,LTR,A,3,
134,,MATH,233,,4,LTR,B-,3,
134,,COMPSCI,220,,4,LTR,A-,4,
134,,COMPSCI,220,,4,LTR,C+,4,
134,,MATH,235,,4,LTR,A,4,
134,,COMPSCI,311,,4,LTR,A,5,
134,,COMPSCI,550,,4,LTR,F,5,
134,,COMPSCI,390R,,4,LTR,C+,6,
134,,COMPSCI,501,,4,LTR,A,6,
134,,COMPSCI,466,,4,LTR,B,7,
134,,COMPSCI,429,,4,LTR,D-,7,
134,,COMPSCI,325,,4,LTR,F,8,
134,,COMPSCI,589,,4,LTR,C,8,
134,,COMPSCI,590J,,4,LTR,F,9,
134,,COMPSCI,508,,4,LTR,D-,9,
135,,COMPSCI,121,,4,LTR,B-,1,
135,,MATH,131,,4,LTR,A,1,
135,,COMPSCI,187,,4,LTR,A,2,
135,,MATH,132,,4,LTR,B,2,
135,,COMPSCI,230,,4,LTR,A,3,
135,,COMPSCI,250,,4,LTR,B+,3,
135,,MATH,233,,4,LTR,B+,3,
135,,COMPSCI,240,,4,LTR,A,4,
135,,COMPSCI,250,,4,LTR,A,4,
135,,MATH,235,,4,LTR,A,4,
135,,COMPSCI,311,,4,LTR,D-,5,
135,,COMPSCI,389,,4,LTR,C+,5,
135,,COMPSCI,508,,4,LTR,F,6,
135,,COMPSCI,390R,,4,LTR,F,6,
135,,COMPSCI,491G,,4,LTR,F,7,
135,,COMPSCI,532,,4,LTR,A,7,
135,,COMPSCI,490Q,,4,LTR,A-,8,
135,,COMPSCI,383,,4,LTR,A,8,
135,,COMPSCI,429,,4,LTR,C,9,
135,,COMPSCI,501,,4,LTR,F,9,
136,,COMPSCI,121,,4,LTR,A,1,
136,,MATH,131,,4,LTR,A,1,
136,,COMPSCI,187,,4,LTR,A,2,
136,,MATH,132,,4,LTR,A-,2,
